 ,Area,Mean,Min,Max,X,Y,Perim.,Major,Minor,Angle,Circ.,Median,AR,Round,Solidity
42,268,100.272,21,165,628.679,468.351,58.215,19.153,17.816,152.528,0.994,104,1.075,0.930,0.993
43,363,91.537,20,137,647.646,470.674,68.124,23.469,19.693,87.553,0.983,98,1.192,0.839,0.995
44,282,179.195,90,236,690.670,430.060,60.079,21.552,16.660,93.648,0.982,188,1.294,0.773,1.004
45,181,109.983,65,155,723.146,422.682,48.100,17.402,13.243,33.326,0.983,113,1.314,0.761,1.011
46,84,69.750,34,109,731.440,445.095,33.316,12.193,8.772,111.137,0.951,68,1.390,0.719,0.988
47,258,69.589,28,92,696.903,402.078,57.641,20.800,15.793,76.072,0.976,73,1.317,0.759,1.006
48,269,191.758,108,215,681.879,304.333,58.906,21.406,16.000,95.323,0.974,201,1.338,0.747,1.004
49,367,121.207,49,161,659.917,291.331,69.447,25.883,18.054,164.453,0.956,125,1.434,0.698,1.003
50,816,69.801,27,127,654.877,208.298,101.710,34.364,30.234,179.343,0.991,71,1.137,0.880,1.000
51,335,83.854,16,143,556.175,291.700,64.982,21.927,19.453,134.013,0.997,85,1.127,0.887,1.000
52,361,77.155,27,127,579.384,330.492,68.992,26.156,17.573,22.893,0.953,75,1.488,0.672,1.004
53,174,149.224,82,214,586.397,257.500,48.438,18.236,12.149,24.544,0.932,156,1.501,0.666,1.000
54,122,163.115,103,211,589.000,277.000,39.602,14.361,10.816,32.408,0.978,167,1.328,0.753,1.000
55,102,125.480,77,197,558.000,315.500,35.919,12.934,10.041,149.693,0.993,118,1.288,0.776,1.020
56,299,159.351,33,213,477.470,359.580,62.046,21.414,17.778,139.658,0.976,171,1.205,0.830,0.995
57,126,158.587,66,206,514.548,221.333,40.425,13.760,11.659,24.498,0.969,172,1.180,0.847,0.988
58,146,162.192,58,206,524.000,216.000,43.210,15.107,12.305,32.607,0.983,174,1.228,0.815,0.986
59,383,167.799,64,222,381.852,343.030,69.760,24.232,20.124,82.841,0.989,191,1.204,0.830,1.004
60,290,169.559,71,216,423.355,253.521,61.887,23.369,15.800,33.729,0.951,191,1.479,0.676,1.007
61,109,107.394,68,178,423.142,226.326,38.116,14.432,9.616,176.670,0.943,100,1.501,0.666,1.009
62,308,173.133,64,221,455.000,201.000,63.753,23.968,16.362,0.000,0.952,188,1.465,0.683,1.007
63,234,123.543,53,154,473.880,204.244,55.847,21.146,14.089,87.357,0.943,129,1.501,0.666,1.002
64,129,121.961,57,177,481.391,257.337,46.030,19.761,8.312,169.982,0.765,129,2.377,0.421,1.012
65,147,162.238,96,198,149.677,630.990,44.899,16.424,11.396,153.103,0.916,170,1.441,0.694,1.000
