 ,Area,Mean,Min,Max,X,Y,Perim.,Major,Minor,Angle,Circ.,Median,AR,Round,Solidity
22,396,74.689,16,141,265.131,544.760,71.623,26.057,19.350,151.841,0.970,74,1.347,0.743,1.005
23,320,149.178,65,208,255.822,589.856,64.231,23.363,17.440,124.606,0.975,155,1.340,0.746,1.008
24,102,176.000,98,227,266.304,566.588,36.316,13.316,9.753,139.782,0.972,179,1.365,0.732,1.005
25,131,130.053,66,176,296.500,618.500,41.419,15.169,10.996,6.292,0.960,132,1.380,0.725,0.978
26,288,80.889,17,142,350.233,666.490,60.654,21.685,16.910,1.202,0.984,80,1.282,0.780,1.000
27,201,78.721,45,125,280.843,693.843,50.271,16.231,15.767,45.032,0.999,78,1.029,0.971,0.998
28,54,141.111,111,209,357.093,588.907,26.897,9.138,7.524,134.999,0.938,132,1.214,0.823,1.009
29,78,125.346,98,151,401.013,716.244,31.910,11.980,8.290,93.627,0.963,126,1.445,0.692,1.006
30,278,154.198,116,201,438.169,735.018,60.640,22.937,15.432,162.098,0.950,147,1.486,0.673,1.004
31,96,159.156,116,202,408.271,639.271,34.858,11.366,10.754,134.992,0.993,160,1.057,0.946,1.011
32,360,145.539,66,205,427.864,629.908,68.028,24.787,18.492,25.625,0.978,149,1.340,0.746,0.996
33,667,187.975,96,221,479.131,596.476,95.640,37.072,22.908,171.084,0.916,195,1.618,0.618,0.994
34,712,71.952,26,120,508.531,654.920,95.914,34.761,26.079,4.794,0.973,67,1.333,0.750,1.005
35,260,195.623,117,222,504.000,624.000,58.412,21.057,15.721,22.589,0.958,203,1.339,0.747,0.992
36,246,125.220,37,174,420.098,552.297,56.136,20.275,15.449,12.094,0.981,136,1.312,0.762,1.004
37,150,104.980,30,183,433.700,476.393,44.609,16.581,11.518,121.429,0.947,107,1.440,0.695,1.000
38,225,131.569,93,183,442.833,478.624,54.413,20.157,14.212,63.403,0.955,132,1.418,0.705,0.996
39,278,187.108,104,219,362.306,410.745,59.565,20.640,17.149,96.081,0.985,191,1.204,0.831,1.000
40,99,123.384,70,168,340.348,377.985,36.243,13.927,9.051,78.239,0.947,125,1.539,0.650,1.005
41,510,72.325,31,135,415.612,393.078,81.734,30.273,21.450,138.912,0.959,69,1.411,0.709,1.002
42,300,57.427,18,94,440.270,380.023,61.226,20.033,19.067,101.888,1.000,65,1.051,0.952,1.005
43,185,124.659,57,197,445.500,411.100,49.501,18.510,12.725,74.128,0.949,127,1.455,0.687,0.992
44,482,71.517,22,128,463.301,298.176,78.794,27.478,22.334,114.306,0.976,69,1.230,0.813,0.994
45,403,116.504,61,241,335.929,291.294,72.567,26.841,19.117,27.743,0.962,95,1.404,0.712,1.001
46,261,121.046,51,202,282.182,267.607,57.657,19.530,17.015,116.816,0.987,115,1.148,0.871,0.992
47,250,130.068,83,199,290.484,278.672,57.783,21.612,14.728,69.457,0.941,129,1.467,0.681,0.994
48,257,118.802,46,251,348.064,251.142,56.939,20.051,16.320,78.050,0.996,112,1.229,0.814,1.016
49,286,177.199,97,221,378.409,230.311,60.366,20.745,17.553,141.185,0.986,195,1.182,0.846,1.004
50,649,92.140,20,220,585.657,368.019,91.689,33.470,24.689,84.186,0.970,89,1.356,0.738,1.001
51,155,121.806,52,162,538.990,286.113,44.927,16.634,11.865,119.542,0.965,125,1.402,0.713,0.987
52,112,173.170,106,228,558.777,283.723,38.537,13.890,10.267,160.086,0.948,180,1.353,0.739,0.987
53,188,144.255,69,204,555.585,250.511,48.890,16.385,14.609,140.081,0.988,150,1.122,0.892,1.005
54,715,70.999,11,132,527.995,228.859,98.278,37.600,24.212,175.788,0.930,72,1.553,0.644,0.993
55,609,74.791,22,146,659.955,299.833,88.402,31.004,25.010,175.236,0.979,74,1.240,0.807,1.008
56,139,172.432,104,202,676.565,277.435,41.637,13.457,13.152,45.000,1.000,181,1.023,0.977,1.015
57,216,139.375,73,201,657.833,265.167,52.034,16.749,16.420,45.000,1.000,144,1.020,0.980,0.986
58,265,161.917,64,215,643.292,233.334,57.980,19.726,17.105,59.768,0.991,173,1.153,0.867,0.996
59,388,167.193,59,216,536.693,156.680,70.226,23.737,20.812,96.261,0.989,186,1.141,0.877,0.994
60,456,178.066,101,214,544.588,191.825,75.799,25.885,22.430,154.257,0.997,181,1.154,0.867,1.009
61,277,68.845,31,120,522.330,128.662,59.463,20.529,17.180,17.560,0.984,67,1.195,0.837,0.995
62,184,113.120,84,160,650.114,151.136,49.084,17.922,13.072,118.958,0.960,108,1.371,0.729,1.003
63,186,114.801,47,200,430.317,187.177,49.605,18.180,13.027,47.180,0.950,108,1.396,0.717,0.995
64,519,70.382,9,132,625.745,445.720,82.293,29.928,22.080,74.875,0.963,70,1.355,0.738,0.999
65,484,73.589,17,140,609.378,553.140,78.264,26.863,22.940,66.505,0.993,74,1.171,0.854,1.000
66,552,146.293,60,207,594.136,633.812,83.808,29.528,23.802,173.420,0.988,154,1.241,0.806,1.007
67,261,176.395,94,212,649.067,434.998,57.785,20.418,16.276,79.299,0.982,190,1.254,0.797,1.004
68,406,184.968,86,211,710.867,448.783,71.695,23.984,21.553,131.491,0.993,194,1.113,0.899,1.000
69,221,113.416,43,168,702.482,410.627,52.385,17.527,16.055,52.110,1.000,113,1.092,0.916,0.998
70,566,96.115,11,162,215.306,440.843,84.739,28.082,25.662,141.974,0.991,101,1.094,0.914,0.994
71,97,118.876,54,192,272.861,147.026,35.145,12.192,10.130,155.126,0.987,115,1.204,0.831,1.026
