 ,Area,Mean,Min,Max,X,Y,Perim.,Major,Minor,Angle,Circ.,Median,AR,Round,Solidity
31,124,71.976,27,126,374.202,409.331,42.542,16.988,9.294,147.486,0.861,71,1.828,0.547,0.984
32,637,58.311,14,98,429.783,359.476,90.037,30.893,26.254,112.736,0.987,65,1.177,0.850,0.995
33,599,69.758,16,136,470.846,345.061,88.266,31.990,23.841,122.805,0.966,70,1.342,0.745,0.996
34,107,127.907,67,173,499.369,348.257,37.441,13.433,10.142,154.293,0.959,127,1.324,0.755,0.991
35,194,105.299,74,150,473.021,411.768,49.804,18.023,13.705,94.544,0.983,101,1.315,0.760,1.008
36,577,162.818,61,206,591.008,393.848,85.346,28.233,26.022,61.130,0.995,182,1.085,0.922,0.993
37,498,70.576,25,147,581.873,372.173,81.264,30.525,20.772,174.318,0.948,66,1.470,0.680,1.002
38,472,65.131,26,120,600.909,353.693,77.977,28.455,21.120,127.761,0.975,61,1.347,0.742,1.006
39,282,127.933,63,179,589.011,289.298,60.184,22.068,16.270,142.735,0.978,130,1.356,0.737,1.004
40,284,128.919,87,171,602.972,287.137,60.720,22.222,16.272,2.947,0.968,128,1.366,0.732,1.000
41,198,114.081,80,150,334.000,70.500,50.288,18.525,13.608,51.891,0.984,119,1.361,0.735,0.995
42,408,161.909,70,204,387.745,193.870,72.542,26.278,19.769,170.674,0.974,172,1.329,0.752,1.005
43,186,170.108,92,226,360.000,224.500,49.648,18.069,13.107,163.581,0.948,179,1.379,0.725,0.995
44,211,120.270,94,144,484.263,222.656,52.929,19.699,13.638,2.855,0.946,122,1.444,0.692,0.986
45,67,156.881,121,210,437.978,273.799,31.754,14.016,6.086,5.216,0.835,153,2.303,0.434,1.023
46,176,157.699,101,206,489.636,191.812,47.960,17.668,12.684,12.342,0.962,160,1.393,0.718,1.006
47,82,189.183,120,226,484.244,172.024,33.277,12.507,8.348,170.523,0.931,196,1.498,0.667,0.994
48,106,155.198,102,212,485.160,182.368,37.040,14.046,9.609,3.909,0.971,153,1.462,0.684,1.000
49,878,70.147,13,106,584.851,166.354,107.241,39.452,28.336,14.682,0.959,76,1.392,0.718,0.998
50,865,58.483,15,102,613.082,142.810,105.126,37.061,29.717,44.975,0.984,63,1.247,0.802,0.997
51,691,131.373,77,184,643.847,150.199,95.636,36.158,24.333,28.006,0.949,131,1.486,0.673,1.001
52,396,140.593,106,183,652.722,163.199,71.563,25.791,19.550,49.047,0.972,138,1.319,0.758,0.991
53,194,126.655,65,165,643.608,278.438,50.018,18.500,13.352,125.497,0.974,133,1.386,0.722,0.992
54,180,101.217,36,138,652.144,299.567,49.359,18.795,12.194,117.500,0.928,106,1.541,0.649,0.997
55,414,165.287,72,209,663.500,319.000,72.265,23.414,22.513,0.000,0.996,166,1.040,0.962,1.000
56,453,51.287,18,75,661.365,389.206,76.329,27.272,21.149,81.863,0.977,57,1.290,0.775,1.003
57,219,60.922,39,79,674.189,395.189,53.141,18.925,14.734,90.705,0.975,62,1.284,0.779,1.012
58,570,52.423,14,86,705.326,389.554,85.561,30.746,23.604,82.498,0.978,54,1.303,0.768,1.010
59,410,52.539,17,84,704.088,398.883,72.601,26.044,20.044,75.275,0.977,54,1.299,0.770,1.000
60,179,169.659,90,217,660.187,418.550,47.537,15.801,14.424,135.976,0.995,181,1.095,0.913,0.989
61,414,164.053,108,195,659.292,523.377,75.315,29.205,18.049,47.446,0.917,165,1.618,0.618,1.004
62,285,77.260,53,97,525.679,549.598,60.186,21.141,17.164,17.320,0.989,79,1.232,0.812,1.009
63,157,103.306,82,138,542.589,601.296,45.020,15.388,12.991,11.130,0.973,100,1.185,0.844,0.987
